motif_id,pattern_type,instance_idx,density_mean,density_std,density_change,density_range,ore_correlation,watermill_correlation,waterzumpf_correlation,ore_lag,watermill_lag,waterzumpf_lag,waterzumpf_cv,ore_cv,watermill_cv
9,density,3,1761.2971993450637,8.253185488352521,-21.258795539058383,28.844706170762947,0.4031912874554515,-0.7717460407486354,0.4279087455679397,0,0,0,0.01167348904783141,0.017689910745741035,0.014032635995002976
9,density,4,1606.2561218825924,2.1623272806159135,-5.486272980894682,9.692365837096304,0.8583007071826017,-0.5936343386342234,0.37740601132869306,0,0,0,0.0047269623928900195,0.01945440321606781,0.06654455768303207
10,density,0,1694.682045233578,2.2053450402194708,-5.490105283423645,6.849129535080465,0.869481442981398,0.8221786712068998,0.9659766656186881,0,0,0,0.0022004590113080796,0.00591558615236211,0.003241369697408784
10,density,1,1717.323617667186,2.143516791792094,-4.074858568645368,8.18191863654738,0.39445062611567644,0.23540699183448824,0.3706123742084479,0,0,0,0.0013861912701372153,0.011529168443494421,0.003120674425253917
10,density,2,1659.8889252386682,1.518983621020787,-0.36997988676216664,4.732047336590313,0.8165790949848066,0.9025657872240012,0.7654882831997605,0,0,0,0.001489612737749722,0.0025584577085563326,0.003962717253433231
10,density,3,1673.406933149832,2.4920131272849697,-7.011027907350808,7.3726359745776335,0.922155706892391,0.8418496641106574,0.8639880870731409,0,0,0,0.0008971517489304277,0.004776533431451995,0.00504867359503445
10,density,4,1649.0877826535364,5.936019621791039,-9.419855448279122,20.401136330182908,0.5060739412483206,0.6768866410599701,0.756393271789184,0,0,0,0.0019298428006300212,0.015486238473975929,0.01466294825134856
10,density,5,1671.3991860309504,4.343217718698158,-12.300239370007148,13.542533959127468,0.7940448811606703,0.7880204596366224,0.7862654167449006,0,0,0,0.0017150677233358136,0.008087564107358438,0.007949101319684754
10,density,6,1689.8612631923602,1.9122895758875242,-5.7041847653238165,5.760564520644721,0.8757113303352356,0.9415543038664312,0.8927457076786984,0,0,0,0.003012586869225208,0.0057923946450217974,0.006000972417458982
10,density,7,1687.8803074679513,4.966669251439798,-9.169254836490154,17.149688380827683,0.6156773467390152,0.7126971075980391,0.3872641438985296,0,0,0,0.010370129308454615,0.012820101215656743,0.012671850788753863
10,density,8,1744.4609539382302,0.6444486710781179,0.7139825881147317,2.5379566845958834,0.49602962559503605,0.5490444550392909,0.07430054733012811,0,0,0,0.00797593677863106,0.012591403770692532,0.012821221222922886
10,density,9,1693.8755572501364,1.8948647498974078,-1.0444757221746386,5.989333079454582,0.2514404657825073,-0.07679562526333672,-0.08796577685150869,0,0,0,0.0011710577866935203,0.0016347505738335227,0.0024429802221835775
10,density,10,1720.574776797778,3.762518769958657,-11.61712095970097,11.61712095970097,0.6893722589376216,0.8042747994994984,0.7811315821089326,0,0,0,0.008841567024801237,0.01094895378933771,0.011532395886689702
10,density,11,1690.3372760060386,1.4042869387059325,-4.5353409572451255,4.780241001162267,0.8441911309846971,0.7374843837214442,0.18699080915881605,0,0,0,0.0013173395310876565,0.0016104400321827568,0.002519139076655589
10,density,12,1698.148776991843,2.2696574118664774,-3.6838181869961772,7.277029765396492,0.899627920892578,0.8645665931338211,0.7140623547336762,0,0,0,0.0012179412254825714,0.0014792786279529213,0.00209035476014277
11,density,0,1764.2981387407256,2.5925580358175697,-5.577883094786785,8.779895343592443,0.6781034713698411,-0.39152078487094194,-0.017127991524654135,0,0,0,2.833876467604426e-16,0.00107288569507849,0.002594391934755855
11,density,1,1685.673697744636,0.6342202788536788,-0.1593181450036809,2.2217567009217873,0.6627799225529192,-0.7938943074449067,-0.17760249021839875,0,0,0,0.0005130158722612156,0.0014860616004383795,0.002012464254243081
11,density,2,1685.2522091304597,1.7112880755473974,1.816405940713139,5.869053082507435,-0.02134540605554718,0.0986317520784475,0.6972965917602577,0,0,0,0.00061633178482238,0.0012766023956245686,0.0020539410234650082
11,density,3,1672.181121308193,1.7649980988907488,-6.636911328592305,6.636911328592305,0.4968778921955372,-0.42730470635409423,-0.8742654698280705,0,0,0,0.0008237361713569099,0.0014155933546187256,0.001026815060862647
11,density,4,1676.3658447313724,1.0403241151458444,-0.9602010035901003,3.4790193773835654,0.7082433902362519,-0.9183782953657426,0.25325810266423077,0,0,0,0.0008824054225022266,0.0013716515737688,0.0029082614875335653
11,density,5,1680.441477331981,3.7405813675028647,-10.472784690438857,10.489373384396004,0.8907740099380854,-0.6047196683102456,0.6644907815795245,0,0,0,0.0009471496775442617,0.008836889306141172,0.0027193638342163937
